protein_id,year,tissue,n_contrasts,crop_contrasts,min_adj_P_Val,max_abs_logFC,mean_abs_logFC
XP_006569214,2020,H,3,CAC_vs_CRA;CAS_vs_CRA;CRA_vs_HBB,3.02074472284482e-21,4.02104431062502,3.7008540651072863
XP_006568907,2020,H,3,CAC_vs_HBB;CAS_vs_HBB;CRA_vs_HBB,5.74243352138443e-21,3.30871364197828,3.1254370236416733
XP_006571016,2020,H,3,CAC_vs_HBB;CAS_vs_HBB;CRA_vs_HBB,1.18704380185699e-19,6.09855777589453,5.658520361190984
XP_003251652,2020,H,3,CAC_vs_HBB;CAS_vs_HBB;CRA_vs_HBB,5.5488669525219e-18,6.67588078094876,6.5143640667551
XP_006561041,2020,H,3,CAC_vs_CRA;CAS_vs_CRA;CRA_vs_HBB,3.79716319167698e-17,1.93218515391771,1.8692864674858434
NP_001265259,2020,H,1,CAS_vs_HBB,1.93044519939793e-16,2.00528237478974,2.00528237478974
XP_026302279,2020,H,2,CAC_vs_HBB;CAS_vs_HBB,1.93044519939793e-16,1.97254148698948,1.9705382895914099
XP_006569315,2020,H,1,CAS_vs_HBB,3.2868618657880597e-16,2.18046558729996,2.18046558729996
XP_006558909,2020,H,2,CAC_vs_HBB;CRA_vs_HBB,1.53725879305317e-15,3.61027886888393,3.47324021048367
XP_623197,2020,H,1,CAC_vs_HBB,9.007499036453431e-15,1.62837706864859,1.62837706864859
XP_016772335,2020,H,1,CAS_vs_CRA,8.4063588409976e-13,1.53125298468402,1.53125298468402
XP_006557586,2020,H,1,CAC_vs_CRA,1.7803227491725799e-12,3.44957571733808,3.44957571733808
XP_395163,2020,H,2,CAC_vs_CRA;CAS_vs_CRA,1.7803227491725799e-12,2.09465037537511,1.9625119945110099
XP_394313,2020,H,1,CAC_vs_CRA,6.59910251454332e-12,1.82360178195209,1.82360178195209
XP_006561768,2020,H,1,CAS_vs_CRA,7.772688556396829e-12,0.869673967331455,0.869673967331455
XP_392419,2020,H,1,CAS_vs_CRA,1.0574682496271498e-11,1.72574001133658,1.72574001133658
XP_006560736,2020,H,1,CAC_vs_CRA,2.4302843204969297e-11,1.98026952302504,1.98026952302504
XP_006569106,2020,H,1,CAC_vs_CAS,0.0001234469928966,1.65179896950912,1.65179896950912
XP_396203,2020,H,1,CAC_vs_CAS,0.0001234469928966,0.764871360838919,0.764871360838919
XP_026298166,2020,H,1,CAC_vs_CAS,0.000497779560133,1.49817439418415,1.49817439418415
XP_016767372,2020,H,1,CAC_vs_CAS,0.0005338642320012,1.47402802587204,1.47402802587204
XP_006558733,2020,H,1,CAC_vs_CAS,0.0005719980131629,1.15240375314574,1.15240375314574
XP_026296542,2020,H,1,CAC_vs_CAS,0.0006877409133434,1.59891899046216,1.59891899046216
