protein_id,year,tissue,n_contrasts,crop_contrasts,min_adj_P_Val,max_abs_logFC,mean_abs_logFC
XP_026301800,2021,G,5,CAC_vs_CAS;CAC_vs_CRA;CAC_vs_HBB;CAS_vs_CRA;CAS_vs_HBB,1.03021767306551e-17,8.00222933164504,5.581692276401695
XP_625185,2021,G,2,CAC_vs_HBB;CAS_vs_HBB,1.03021767306551e-17,3.49352488036969,3.268340546751905
NP_008083,2021,G,2,CAC_vs_CRA;CRA_vs_HBB,3.3867276963850704e-17,4.06080285504333,3.6817308593968603
XP_392408,2021,G,1,CAS_vs_CRA,1.51005430224656e-15,4.49012969316162,4.49012969316162
XP_006570652,2021,G,2,CAC_vs_CRA;CAS_vs_CRA,1.9104107290961903e-15,3.21104157229597,3.17105867305618
XP_001120336,2021,G,1,CAC_vs_CRA,4.39478241055114e-15,4.03946333891807,4.03946333891807
XP_392780,2021,G,1,CAC_vs_CRA,4.39478241055114e-15,2.15874723660902,2.15874723660902
XP_003249083,2021,G,2,CAC_vs_HBB;CAS_vs_HBB,5.0987967207288804e-15,1.93214512351433,1.894950950862845
XP_396295,2021,G,1,CAC_vs_HBB,5.0987967207288804e-15,4.38755892857162,4.38755892857162
XP_001121025,2021,G,1,CRA_vs_HBB,1.0976648299260301e-14,4.2598069587661,4.2598069587661
XP_624145,2021,G,2,CAC_vs_CRA;CAS_vs_CRA,2.0988826200849e-14,3.7083183507428,3.6120581630583253
XP_026294762,2021,G,2,CAC_vs_HBB;CAS_vs_HBB,2.24109566054593e-14,2.38887456429431,2.35036074291328
XP_006566627,2021,G,1,CAS_vs_CRA,2.37793512821806e-14,2.33950661767899,2.33950661767899
XP_003250480,2021,G,1,CRA_vs_HBB,2.66549646982463e-14,4.67580073422245,4.67580073422245
XP_006557859,2021,G,1,CAS_vs_CRA,2.7800952710435602e-14,2.29842946687301,2.29842946687301
XP_026302130,2021,G,1,CAC_vs_CRA,2.9518905043988e-14,1.84777557940958,1.84777557940958
NP_001153536,2021,G,1,CAS_vs_CRA,4.47649702610305e-14,1.75310325035198,1.75310325035198
XP_016769202,2021,G,1,CRA_vs_HBB,7.51125720544673e-14,2.48481817986697,2.48481817986697
XP_026299449,2021,G,2,CAC_vs_HBB;CAS_vs_HBB,8.536507282187731e-14,1.96914654027845,1.871750699022955
XP_006563973,2021,G,1,CRA_vs_HBB,1.1934422478289699e-13,3.37002127210831,3.37002127210831
XP_026299041,2021,G,1,CRA_vs_HBB,1.1934422478289699e-13,1.9233255287942,1.9233255287942
XP_392837,2021,G,1,CRA_vs_HBB,1.1934422478289699e-13,3.30553237526257,3.30553237526257
XP_006558909,2021,G,1,CAS_vs_HBB,1.29690906947437e-13,3.55943258161231,3.55943258161231
XP_394966,2021,G,1,CAS_vs_HBB,2.93896280409828e-13,2.01316128451386,2.01316128451386
XP_006569713,2021,G,1,CAC_vs_HBB,4.28910901694345e-13,2.86985634125969,2.86985634125969
XP_006567287,2021,G,1,CAC_vs_CAS,0.0001257475031034,1.18844868295081,1.18844868295081
XP_003251833,2021,G,1,CAC_vs_CAS,0.0001907531870898,1.3024207014081,1.3024207014081
XP_026298602,2021,G,1,CAC_vs_CAS,0.0001907531870898,3.29234276436606,3.29234276436606
XP_006557586,2021,G,1,CAC_vs_CAS,0.0007302189669364,0.998918836861019,0.998918836861019
XP_006558859,2021,G,1,CAC_vs_CAS,0.0007302189669364,0.856562164438721,0.856562164438721
XP_001120174,2021,G,1,CAC_vs_CAS,0.0010636348165882,1.10891944596519,1.10891944596519
