protein_id,year,tissue,n_contrasts,crop_contrasts,min_adj_P_Val,max_abs_logFC,mean_abs_logFC
XP_026301800,2021,H,4,CAC_vs_CRA;CAC_vs_HBB;CAS_vs_CRA;CAS_vs_HBB,4.95481906304688e-20,7.41622378953373,6.761298094688595
XP_026299041,2021,H,2,CAC_vs_CRA;CAS_vs_CRA,8.05740397517679e-20,2.38719485100109,2.3707632780845254
XP_393141,2021,H,2,CAC_vs_CRA;CAS_vs_CRA,9.32540082539115e-19,2.57549131186192,2.567961286277895
XP_006570652,2021,H,3,CAC_vs_CRA;CAS_vs_CRA;CRA_vs_HBB,1.19735321904117e-18,2.90983139898676,2.8917861521931
XP_001122418,2021,H,1,CAS_vs_CRA,1.3731565575118601e-17,2.2593900986414,2.2593900986414
NP_001011592,2021,H,1,CAC_vs_CRA,2.9450402962112e-17,4.90212691427914,4.90212691427914
XP_006569400,2021,H,2,CAC_vs_CRA;CAS_vs_CRA,2.9450402962112e-17,3.44398638471922,3.400124097798365
XP_026299210,2021,H,1,CAC_vs_CRA,2.9450402962112e-17,2.66034326692025,2.66034326692025
XP_006564274,2021,H,1,CAS_vs_CRA,4.58814595033264e-17,2.37163252565961,2.37163252565961
NP_008083,2021,H,1,CRA_vs_HBB,1.39145175928475e-16,2.90177968557707,2.90177968557707
XP_016772243,2021,H,1,CRA_vs_HBB,1.39145175928475e-16,2.75988237900626,2.75988237900626
XP_026298579,2021,H,1,CRA_vs_HBB,1.39145175928475e-16,2.39625807573429,2.39625807573429
XP_006569794,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,4.19809278294891e-16,1.58201357281896,1.570641647302105
XP_397432,2021,H,1,CRA_vs_HBB,5.02348056959625e-16,3.88155362201722,3.88155362201722
XP_396685,2021,H,1,CRA_vs_HBB,8.49510588871273e-16,2.3423637418843,2.3423637418843
XP_006562497,2021,H,1,CAS_vs_HBB,1.1501351874097702e-15,2.05287200986693,2.05287200986693
XP_006557859,2021,H,1,CAS_vs_HBB,1.42721578620336e-15,1.74761464279367,1.74761464279367
XP_026300402,2021,H,1,CRA_vs_HBB,1.7428185572887202e-15,3.02338218230292,3.02338218230292
XP_006569315,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,2.00033953021881e-15,1.78594431798192,1.776494281195585
XP_001122722,2021,H,2,CAC_vs_HBB;CAS_vs_HBB,3.16920457790971e-15,2.30196372401084,2.288570481730495
XP_006571016,2021,H,1,CAC_vs_HBB,1.09948419527816e-14,3.32018132841462,3.32018132841462
XP_026298015,2021,H,1,CAS_vs_HBB,1.98657639907499e-14,1.85664309551357,1.85664309551357
XP_392617,2021,H,1,CAC_vs_HBB,2.6364222403880802e-14,1.73464255550598,1.73464255550598
XP_003249083,2021,H,1,CAC_vs_HBB,3.16799641516833e-14,1.71681531408823,1.71681531408823
XP_001123319,2021,H,1,CAC_vs_CAS,1.39694768268346e-06,1.61664446763656,1.61664446763656
XP_026295797,2021,H,1,CAC_vs_CAS,0.0001325090693481,1.73479765954361,1.73479765954361
XP_006561135,2021,H,1,CAC_vs_CAS,0.0003747817632062,0.583372319033508,0.583372319033508
XP_006565422,2021,H,1,CAC_vs_CAS,0.0003747817632062,1.11011104353339,1.11011104353339
XP_392926,2021,H,1,CAC_vs_CAS,0.0003747817632062,1.0951147084342,1.0951147084342
XP_006559151,2021,H,1,CAC_vs_CAS,0.0006052553905608,0.505108911554064,0.505108911554064
XP_623433,2021,H,1,CAC_vs_CAS,0.0006052553905608,1.67423223123991,1.67423223123991
