protein_id,year,tissue,n_contrasts,crop_contrasts,min_adj_P_Val,max_abs_logFC,mean_abs_logFC
XP_026301800,2021,H,4,CAC_vs_CRA;CAC_vs_HBB;CAS_vs_CRA;CAS_vs_HBB,4.95481906304688e-20,7.41622378953373,6.761298094688595
XP_026299041,2021,H,2,CAC_vs_CRA;CAS_vs_CRA,8.05740397517679e-20,2.38719485100109,2.3707632780845254
XP_393141,2021,H,3,CAC_vs_CRA;CAS_vs_CRA;CRA_vs_HBB,9.32540082539115e-19,2.57549131186192,2.2656673874682633
XP_006570652,2021,H,3,CAC_vs_CRA;CAS_vs_CRA;CRA_vs_HBB,1.19735321904117e-18,2.90983139898676,2.8917861521931
XP_001122418,2021,H,2,CAC_vs_CRA;CAS_vs_CRA,1.3731565575118601e-17,2.396205744304,2.3277979214727003
NP_001011592,2021,H,2,CAC_vs_CRA;CAS_vs_CRA,2.9450402962112e-17,4.90212691427914,4.606517644656835
XP_006569400,2021,H,4,CAC_vs_CRA;CAC_vs_HBB;CAS_vs_CRA;CAS_vs_HBB,2.9450402962112e-17,3.44398638471922,2.4838024178452875
XP_026299210,2021,H,3,CAC_vs_CRA;CAC_vs_HBB;CAS_vs_CRA,2.9450402962112e-17,2.66034326692025,2.4193704988149265
XP_006559268,2021,H,1,CAS_vs_CRA,4.58814595033264e-17,1.93122882854702,1.93122882854702
XP_006564274,2021,H,1,CAS_vs_CRA,4.58814595033264e-17,2.37163252565961,2.37163252565961
XP_006570292,2021,H,1,CAS_vs_CRA,4.65066706969137e-17,1.8850988417367,1.8850988417367
XP_026297898,2021,H,3,CAC_vs_CRA;CAC_vs_HBB;CAS_vs_CRA,5.6600500708167e-17,2.07747321043428,1.7277759892816233
XP_624399,2021,H,1,CAS_vs_CRA,6.14991062060444e-17,2.43417285055284,2.43417285055284
XP_006567190,2021,H,2,CAC_vs_CRA;CAS_vs_CRA,6.2214168953573e-17,2.52708145429813,2.524376980953955
XP_396914,2021,H,1,CAS_vs_CRA,6.99237051671224e-17,3.187353611341,3.187353611341
XP_624232,2021,H,1,CAS_vs_CRA,6.99237051671224e-17,2.50650667573998,2.50650667573998
XP_006563542,2021,H,1,CAC_vs_CRA,8.29614941887965e-17,2.15110037437938,2.15110037437938
