protein_id,year,tissue,n_contrasts,crop_contrasts,min_adj_P_Val,max_abs_logFC,mean_abs_logFC
XP_003251652,2020,G,3,CAC_vs_HBB;CAS_vs_HBB;CRA_vs_HBB,1.83650956083535e-16,6.76743767369703,6.37451421377379
XP_625205,2020,G,2,CAS_vs_HBB;CRA_vs_HBB,1.5604146584023101e-15,3.48353369001555,3.207359724914885
XP_006559251,2020,G,1,CAS_vs_HBB,6.60135522488386e-14,1.97163249356461,1.97163249356461
XP_006558909,2020,G,1,CAS_vs_HBB,9.72518553466909e-14,2.44066000683865,2.44066000683865
XP_393262,2020,G,3,CAC_vs_HBB;CAS_vs_HBB;CRA_vs_HBB,9.72518553466909e-14,4.60491131231273,4.14739816466486
XP_393315,2020,G,2,CAS_vs_HBB;CRA_vs_HBB,9.72518553466909e-14,1.96442785014635,1.70267671755649
XP_393750,2020,G,2,CAS_vs_CRA;CAS_vs_HBB,1.3460501850023399e-13,2.36843470251086,1.8244077402950798
XP_006558732,2020,G,2,CAS_vs_HBB;CRA_vs_HBB,1.90422895965335e-13,2.97264556843872,2.6816743565621604
XP_006567037,2020,G,1,CAS_vs_HBB,2.66345050124281e-13,2.02893601951871,2.02893601951871
XP_624846,2020,G,1,CAS_vs_HBB,6.17722072667914e-13,1.69778551958347,1.69778551958347
XP_026302279,2020,G,1,CAS_vs_HBB,6.40482539242924e-13,1.81742776169369,1.81742776169369
XP_392408,2020,G,2,CAC_vs_HBB;CAS_vs_HBB,7.14087318932947e-13,3.26587250787962,3.128003220492345
XP_016767692,2020,G,2,CAS_vs_HBB;CRA_vs_HBB,9.44872428016927e-13,2.23770846346682,2.104187356517155
XP_006572525,2020,G,2,CAS_vs_HBB;CRA_vs_HBB,1.10669553712102e-12,1.777580030414,1.717290264008695
XP_396295,2020,G,3,CAC_vs_CRA;CAS_vs_CRA;CRA_vs_HBB,1.10669553712102e-12,2.54114580450183,1.9947707488958801
XP_006563705,2020,G,1,CAS_vs_HBB,1.11089115795378e-12,1.56096119301511,1.56096119301511
XP_006559390,2020,G,3,CAC_vs_HBB;CAS_vs_HBB;CRA_vs_HBB,1.51844155369435e-12,2.00298190731505,1.9175792532417397
XP_394718,2020,G,2,CAS_vs_HBB;CRA_vs_HBB,1.51844155369435e-12,2.84652304602584,2.581644762787815
XP_006570639,2020,G,1,CAS_vs_HBB,2.1774327690725598e-12,2.71948228582067,2.71948228582067
XP_001121025,2020,G,2,CAC_vs_HBB;CAS_vs_HBB,2.19505703764679e-12,1.93436148247743,1.91788186186373
XP_394769,2020,G,1,CAS_vs_HBB,2.4148375113652298e-12,1.77477043078381,1.77477043078381
XP_006568387,2020,G,1,CRA_vs_HBB,4.85144992890379e-12,2.37126497657914,2.37126497657914
XP_026297086,2020,G,1,CRA_vs_HBB,5.671416769355199e-12,2.29680632359827,2.29680632359827
XP_006569794,2020,G,2,CAC_vs_HBB;CRA_vs_HBB,6.16613137723058e-12,1.77907807233752,1.6745249718488049
XP_625185,2020,G,2,CAC_vs_CRA;CRA_vs_HBB,6.16613137723058e-12,2.43639488937776,2.004000773405645
XP_394670,2020,G,1,CRA_vs_HBB,9.16172464977284e-12,3.37254918143661,3.37254918143661
XP_016767411,2020,G,1,CRA_vs_HBB,9.99162402591783e-12,1.82449650809323,1.82449650809323
XP_016772008,2020,G,1,CRA_vs_HBB,1.06731404673792e-11,1.54171471387277,1.54171471387277
XP_394313,2020,G,2,CAC_vs_CRA;CAS_vs_CRA,1.0744478855558199e-11,1.93674503196571,1.79942241095742
XP_006558715,2020,G,1,CRA_vs_HBB,1.55240032651762e-11,1.65305690715562,1.65305690715562
XP_001122788,2020,G,2,CAC_vs_HBB;CRA_vs_HBB,2.7243406050953398e-11,1.66375268771428,1.6113458984141151
XP_026301800,2020,G,2,CAC_vs_HBB;CRA_vs_HBB,2.7243406050953398e-11,3.6778916022158,3.370425063899065
XP_006568799,2020,G,1,CAS_vs_CRA,6.1298812985514e-11,1.73210350964776,1.73210350964776
XP_026302096,2020,G,1,CAC_vs_HBB,8.245715717461779e-11,2.67440540903888,2.67440540903888
XP_397201,2020,G,1,CAC_vs_HBB,8.893987194290179e-11,2.1880468839386,2.1880468839386
XP_393258,2020,G,1,CAC_vs_HBB,1.53739033829712e-10,2.77133559234241,2.77133559234241
XP_016767270,2020,G,1,CAS_vs_CRA,1.76124497521325e-10,3.92197170637313,3.92197170637313
XP_016772335,2020,G,1,CAS_vs_CRA,2.12164393283082e-10,1.50809095505254,1.50809095505254
XP_026296548,2020,G,1,CAS_vs_CRA,2.12164393283082e-10,1.0380137895603,1.0380137895603
XP_026298204,2020,G,1,CAC_vs_HBB,5.41390682178387e-10,3.84957168605651,3.84957168605651
XP_006569713,2020,G,2,CAC_vs_CRA;CAS_vs_CRA,6.0367678997518e-10,3.04931499130733,2.75355707161731
XP_624256,2020,G,1,CAS_vs_CRA,1.1039819535615202e-09,1.4113645242092,1.4113645242092
XP_006565530,2020,G,1,CAS_vs_CRA,1.14344916332565e-09,0.766012616573502,0.766012616573502
XP_392401,2020,G,1,CAS_vs_CRA,1.5228417387107302e-09,1.04619920389219,1.04619920389219
XP_394922,2020,G,1,CAC_vs_HBB,2.15172084076594e-09,2.28362806676382,2.28362806676382
XP_006563777,2020,G,1,CAC_vs_HBB,3.04859053317933e-09,2.62069769450104,2.62069769450104
XP_001119897,2020,G,1,CAC_vs_HBB,3.1272153423608e-09,2.70113576759269,2.70113576759269
XP_006558734,2020,G,1,CAC_vs_HBB,3.3156930992642703e-09,1.99039500709137,1.99039500709137
XP_003251671,2020,G,1,CAS_vs_CRA,3.76943107595724e-09,0.965701015819921,0.965701015819921
XP_006564223,2020,G,1,CAS_vs_CRA,3.76943107595724e-09,1.03097413880688,1.03097413880688
XP_396879,2020,G,1,CAS_vs_CRA,4.676769768189111e-09,1.29995194048213,1.29995194048213
XP_006563323,2020,G,1,CAS_vs_CRA,5.477566700474641e-09,0.918433563701395,0.918433563701395
XP_624777,2020,G,1,CAC_vs_HBB,6.14644451397452e-09,2.94604362314403,2.94604362314403
XP_395163,2020,G,1,CAS_vs_CRA,6.275349879605571e-09,1.42348297969409,1.42348297969409
XP_016770292,2020,G,1,CAC_vs_HBB,9.51458564423609e-09,3.30228846100269,3.30228846100269
NP_001011598,2020,G,1,CAC_vs_HBB,1.00748870725709e-08,3.31684795354368,3.31684795354368
XP_006571958,2020,G,1,CAS_vs_CRA,1.16623317328357e-08,0.802262058343118,0.802262058343118
XP_006559710,2020,G,1,CAC_vs_HBB,1.18777207384257e-08,1.72842529921393,1.72842529921393
XP_625098,2020,G,1,CAS_vs_CRA,1.47124886114708e-08,0.857863960099007,0.857863960099007
XP_006570364,2020,G,1,CAS_vs_CRA,1.56258068426071e-08,1.81577424850119,1.81577424850119
XP_006566803,2020,G,2,CAC_vs_CRA;CAS_vs_CRA,3.76789295150501e-08,1.4292764847902,1.340817917146195
XP_016772417,2020,G,1,CAC_vs_CRA,1.36516254489415e-07,3.01032272425437,3.01032272425437
XP_026298607,2020,G,2,CAC_vs_CAS;CAC_vs_CRA,1.98476103859315e-07,1.92385950084489,1.395256000155277
XP_016772954,2020,G,1,CAC_vs_CRA,4.16536073488031e-07,2.6241123453331,2.6241123453331
NP_001011583,2020,G,1,CAC_vs_CRA,2.21346909976016e-06,1.58331780882786,1.58331780882786
XP_026296949,2020,G,1,CAC_vs_CRA,3.02500110557273e-06,2.04254729266179,2.04254729266179
XP_026295919,2020,G,1,CAC_vs_CRA,3.08126181147129e-06,2.66211099320199,2.66211099320199
XP_026300234,2020,G,1,CAC_vs_CRA,3.08126181147129e-06,1.57055887017739,1.57055887017739
XP_625265,2020,G,1,CAC_vs_CRA,3.08126181147129e-06,2.1428030854889,2.1428030854889
XP_006563026,2020,G,1,CAC_vs_CRA,3.14597686618067e-06,1.27371836987258,1.27371836987258
XP_006557515,2020,G,1,CAC_vs_CRA,1.5217825663223e-05,1.23636561160225,1.23636561160225
XP_016771742,2020,G,1,CAC_vs_CRA,1.5217825663223e-05,1.34971282752393,1.34971282752393
XP_026296234,2020,G,2,CAC_vs_CAS;CAC_vs_CRA,1.5217825663223e-05,1.83337798135153,1.6895232979203252
XP_001121573,2020,G,2,CAC_vs_CAS;CAC_vs_CRA,1.88110044269795e-05,1.51435277427378,1.3779367074843298
XP_006561135,2020,G,1,CAC_vs_CRA,1.88110044269795e-05,1.29353921834421,1.29353921834421
XP_026295036,2020,G,1,CAC_vs_CRA,1.88110044269795e-05,1.10061145505893,1.10061145505893
XP_623723,2020,G,1,CAC_vs_CAS,0.0013793744655775,1.15680952110296,1.15680952110296
XP_006569062,2020,G,1,CAC_vs_CAS,0.0023151047449192,1.66322491424311,1.66322491424311
XP_624815,2020,G,1,CAC_vs_CAS,0.0023151047449192,1.52132618725024,1.52132618725024
XP_026298492,2020,G,1,CAC_vs_CAS,0.0025422508166929,2.16643662092189,2.16643662092189
XP_026301145,2020,G,1,CAC_vs_CAS,0.0037901593627813,1.36632387562766,1.36632387562766
XP_395584,2020,G,1,CAC_vs_CAS,0.0037901593627813,1.04156031173819,1.04156031173819
XP_026299102,2020,G,1,CAC_vs_CAS,0.0038528735239696,1.35064880769686,1.35064880769686
XP_006563834,2020,G,1,CAC_vs_CAS,0.0045274080043802,1.14108517145926,1.14108517145926
XP_001120665,2020,G,1,CAC_vs_CAS,0.0087325884591782,1.99717938043073,1.99717938043073
XP_006564407,2020,G,1,CAC_vs_CAS,0.0099196310789878,1.64179302401805,1.64179302401805
XP_026298566,2020,G,1,CAC_vs_CAS,0.010858120728387,1.11586976336272,1.11586976336272
NP_001229449,2020,G,1,CAC_vs_CAS,0.0110369252960093,1.09251815308604,1.09251815308604
XP_001120220,2020,G,1,CAC_vs_CAS,0.0110369252960093,1.43125189871695,1.43125189871695
XP_006559849,2020,G,1,CAC_vs_CAS,0.0110369252960093,1.37983394171874,1.37983394171874
XP_006569533,2020,G,1,CAC_vs_CAS,0.0110369252960093,2.24208003519009,2.24208003519009
XP_006571438,2020,G,1,CAC_vs_CAS,0.0110369252960093,0.71982559946678,0.71982559946678
XP_016768711,2020,G,1,CAC_vs_CAS,0.0110369252960093,1.11390865147409,1.11390865147409
