protein_id,year,tissue,n_contrasts,crop_contrasts,min_adj_P_Val,max_abs_logFC,mean_abs_logFC
XP_026301800,2021,A,4,CAC_vs_CRA;CAC_vs_HBB;CAS_vs_CRA;CAS_vs_HBB,8.559449997717469e-18,6.92798155314014,6.07643522315974
XP_006571016,2021,A,2,CAC_vs_HBB;CAS_vs_HBB,4.92509068193357e-16,3.4842363750988,3.4185061322509203
XP_006569315,2021,A,2,CAC_vs_HBB;CAS_vs_HBB,6.10819000407552e-16,1.88573285795734,1.858306407906495
XP_026298455,2021,A,3,CAC_vs_CRA;CAS_vs_CRA;CRA_vs_HBB,1.0949029748621601e-15,2.87555742242903,2.54865597100803
XP_026299041,2021,A,3,CAC_vs_CRA;CAS_vs_CRA;CRA_vs_HBB,1.1248961654123501e-15,2.25998765631025,2.0604290111504135
XP_397432,2021,A,3,CAC_vs_CRA;CAS_vs_CRA;CRA_vs_HBB,1.2052640803657702e-15,3.47108078483208,3.3973158790518263
XP_006569400,2021,A,3,CAC_vs_CRA;CAC_vs_HBB;CAS_vs_CRA,2.3740118255701e-15,3.41824617723858,2.9106881008137235
XP_623902,2021,A,3,CAC_vs_CRA;CAC_vs_HBB;CAS_vs_CRA,3.05335328464632e-15,2.65488546541744,2.25244941241599
XP_006562497,2021,A,2,CAC_vs_HBB;CAS_vs_HBB,3.0928780788984704e-15,1.89673742490229,1.862141076634925
XP_006564273,2021,A,1,CAS_vs_CRA,4.56747322581265e-15,1.91676915302498,1.91676915302498
XP_003249083,2021,A,2,CAC_vs_HBB;CAS_vs_HBB,4.739266290846e-15,1.68358099694077,1.651999215568235
XP_006559168,2021,A,2,CAS_vs_CRA;CRA_vs_HBB,4.8128636401684305e-15,2.55844875930098,2.4791103396460903
XP_006567243,2021,A,2,CAS_vs_CRA;CAS_vs_HBB,4.8128636401684305e-15,2.23909288992934,1.8583342872262598
XP_624399,2021,A,1,CAS_vs_CRA,4.8128636401684305e-15,2.42722150212065,2.42722150212065
XP_624479,2021,A,2,CAS_vs_CRA;CRA_vs_HBB,4.8128636401684305e-15,4.31016838931818,4.1378498567243955
XP_001122418,2021,A,2,CAC_vs_CRA;CAS_vs_CRA,5.4447581353172e-15,2.39692450096382,2.360835120454325
XP_016772586,2021,A,2,CAC_vs_CRA;CAS_vs_CRA,5.4447581353172e-15,2.12372064842111,2.065396484332265
XP_016768325,2021,A,1,CAS_vs_CRA,6.606668523223491e-15,2.16631892284414,2.16631892284414
XP_624310,2021,A,2,CAC_vs_CRA;CAS_vs_CRA,7.132107561085371e-15,3.12085594061887,3.047636179069965
XP_001122722,2021,A,3,CAC_vs_CRA;CAC_vs_HBB;CAS_vs_HBB,7.35935012510884e-15,3.45602267907191,2.8766885545195566
XP_006572136,2021,A,1,CAS_vs_CRA,9.52021811130455e-15,2.10873570201858,2.10873570201858
XP_006569794,2021,A,2,CAC_vs_HBB;CAS_vs_HBB,9.558705968010791e-15,1.62235398218036,1.6057597448301002
XP_623821,2021,A,1,CAC_vs_CRA,1.01006574477521e-14,2.97572270473511,2.97572270473511
XP_392780,2021,A,3,CAC_vs_CRA;CAS_vs_CRA;CRA_vs_HBB,1.05441642193463e-14,2.68576262489076,2.4931446356037665
XP_006565395,2021,A,1,CAC_vs_HBB,1.05743115868017e-14,1.84128649646795,1.84128649646795
XP_006560290,2021,A,3,CAC_vs_CRA;CAS_vs_CRA;CRA_vs_HBB,1.16383507143137e-14,1.86790013193769,1.7158797222986932
